compound_chembl_id,assay_description,standard_type,bao,pchembl_value,target_chembl_id,hgncid,target_name
CHEMBL1732676,"PUBCHEM_BIOASSAY: qHTS screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493107, AID493125]",Potency,BAO_0000186,,CHEMBL1741209,ATAD5,ATPase family AAA domain-containing protein 5
CHEMBL1784895,Agonist activity at human recombinant P2Y4 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate production after 30 mins by scintillation proximity assay,EC50,BAO_0000188,,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL1784895,Agonist activity at human recombinant P2Y6 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate production after 30 mins by scintillation proximity assay,EC50,BAO_0000188,,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL1431842,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Iota. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588623],Potency,BAO_0000186,,CHEMBL5391,POLI,DNA polymerase iota
CHEMBL230115,Full agonist activity against human rho-2 subunit GABA-C receptor expressed in Xenopus oocytes,EC50,BAO_0000188,4.46,CHEMBL2375,GABRR2,GABA receptor rho-2 subunit
CHEMBL1431842,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]",Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL446969,Agonist activity at human GABAc Rho1 receptor expressed in Xenopus oocytes assessed as whole cell current production by two electrode voltage clamp method,EC50,BAO_0000188,4.4,CHEMBL3561,GABRR1,GABA receptor rho-1 subunit
CHEMBL230115,Full agonist activity against human rho-1 subunit GABA-C receptor expressed in Xenopus oocytes,EC50,BAO_0000188,4.17,CHEMBL3561,GABRR1,GABA receptor rho-1 subunit
CHEMBL1269159,Agonist activity at human TLR7 expressed in HEK-Blue-7 cells assessed as increase in NF-kappaB activation by sAP assay,EC50,BAO_0000188,6.97,CHEMBL5936,TLR7,Toll-like receptor 7
CHEMBL230115,Partial agonist activity against rho-1 subunit GABA-C receptor expressed in Xenopus oocytes with low efficacy,EC50,BAO_0000188,4.7,CHEMBL3561,GABRR1,GABA receptor rho-1 subunit
CHEMBL2361869,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1431842,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.65,CHEMBL2093861,KMT2A,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL230115,Partial agonist activity with low efficacy against rho-2 subunit GABA-C receptor expressed in Xenopus oocytes,EC50,BAO_0000188,4.76,CHEMBL2375,GABRR2,GABA receptor rho-2 subunit
CHEMBL507316,Agonist activity at human GABAc Rho1 receptor expressed in Xenopus oocytes assessed as whole cell current production by two electrode voltage clamp method,EC50,BAO_0000188,5.05,CHEMBL3561,GABRR1,GABA receptor rho-1 subunit
CHEMBL1431842,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Texas Red Labeled MLL-derived Mutant Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.65,CHEMBL2093861,MEN1,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL230115,Antagonist activity at human GABAc Rho1 receptor expressed in Xenopus oocytes assessed as whole cell current production by two electrode voltage clamp method,IC50,BAO_0000190,,CHEMBL3561,GABRR1,GABA receptor rho-1 subunit
CHEMBL53105,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Iota. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588623],Potency,BAO_0000186,,CHEMBL5391,POLI,DNA polymerase iota
CHEMBL488308,Agonist activity at human GABAc Rho1 receptor expressed in Xenopus oocytes assessed as whole cell current production by two electrode voltage clamp method,EC50,BAO_0000188,4.23,CHEMBL3561,GABRR1,GABA receptor rho-1 subunit
CHEMBL1784904,Agonist activity at human recombinant P2Y4 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate production after 30 mins by scintillation proximity assay,EC50,BAO_0000188,7.21,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL16645,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1784904,Agonist activity at human recombinant P2Y6 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate production after 30 mins by scintillation proximity assay,EC50,BAO_0000188,6.02,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL16645,PubChem BioAssay. qHTS assay to identify small molecules that stimulate interleukin-8 (IL-8) secretion. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2157,CXCL8,Interleukin-8
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB2B,Tubulin
CHEMBL2086768,Agonist activity at human GFP-tagged P2Y4 receptor expressed in human 1321N1 cells assessed as intracellular calcium mobilization up to 100 uM by fura2/AM-based fluorescence spectrophotometry,Activity,BAO_0000375,,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBA1A,Tubulin
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB1,Tubulin
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBA3C,Tubulin
CHEMBL16645,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of androgen receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1871,AR,Androgen Receptor
CHEMBL1162199,Agonist activity at P2Y6 receptor expressed in human 1321 cells at 100 uM by calcium mobilization assay,Activity,BAO_0001103,,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB4B,Tubulin
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBA3E,Tubulin
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB,Tubulin
CHEMBL42321,Antagonistic activity expressed as pD2 against angiotensin II receptor in isolated rabbit aorta (precontracted by AII) was determined,pD2,BAO_0000179,,CHEMBL2094256,AGTR1,Angiotensin II receptor
CHEMBL607508,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.47,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL16645,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL609338,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.12,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL1162199,Agonist activity at human recombinant P2Y1 receptor expressed in human 1321 cells at 100 uM by calcium mobilization assay,Activity,BAO_0000375,,CHEMBL4315,P2RY1,Purinergic receptor P2Y1
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB4A,Tubulin
CHEMBL2086768,Agonist activity at human GFP-tagged P2Y2 receptor expressed in human 1321N1 cells assessed as intracellular calcium mobilization up to 100 uM by fura2/AM-based fluorescence spectrophotometry,Activity,BAO_0000375,,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB2A,Tubulin
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBA4A,Tubulin
CHEMBL607891,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.71,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBA1B,Tubulin
CHEMBL1162199,Antagonist activity at P2Y12 receptor assessed as inhibition of ADP-induced human platelet aggregation by washed platelet assay at 100 uM,Inhibition,BAO_0000201,,CHEMBL2001,P2RY12,Purinergic receptor P2Y12
CHEMBL16645,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1741186,RORC,Nuclear receptor ROR-gamma
CHEMBL607508,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.47,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL413230,Activity against human TK1 assessed as thymidine phosphorylation relative to thymidine,Activity,BAO_0001103,,CHEMBL2883,TK1,"Thymidine kinase, cytosolic"
CHEMBL1784904,Agonist activity at human recombinant P2Y2 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate production after 30 mins by scintillation proximity assay,EC50,BAO_0000188,6.15,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB8,Tubulin
CHEMBL609338,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.12,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB6,Tubulin
CHEMBL1162202,Agonist activity at P2Y2 receptor expressed in human 1321 cells by calcium mobilization assay,EC50,BAO_0000188,7.01,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL607891,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.71,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL1162202,Agonist activity at human recombinant P2Y1 receptor expressed in human 1321 cells at 100 uM by calcium mobilization assay,Activity,BAO_0000375,,CHEMBL4315,P2RY1,Purinergic receptor P2Y1
CHEMBL1162202,Antagonist activity at P2Y12 receptor assessed as inhibition of ADP-induced human platelet aggregation by washed platelet assay at 100 uM,Inhibition,BAO_0000201,,CHEMBL2001,P2RY12,Purinergic receptor P2Y12
CHEMBL2086768,Agonist activity at human GFP-tagged P2Y6 receptor expressed in human 1321N1 cells assessed as intracellular calcium mobilization by fura2/AM-based fluorescence spectrophotometry,EC50,BAO_0000188,6.7,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBB3,Tubulin
CHEMBL413230,Inhibition of glycerol-induced tubulin polymerization relative to vinblastine,Inhibition,BAO_0000201,,CHEMBL2095182,TUBA1C,Tubulin
CHEMBL1162202,Agonist activity at P2Y6 receptor expressed in human 1321 cells by calcium mobilization assay,EC50,BAO_0000188,4.52,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL42321,Antagonistic activity expressed as pD2 against angiotensin II receptor in isolated rabbit aorta (precontracted by AII) was determined,pD2,BAO_0000179,,CHEMBL2094256,AGTR2,Angiotensin II receptor
CHEMBL1162199,Agonist activity at P2Y2 receptor expressed in human 1321 cells at 100 uM by calcium mobilization assay,Activity,BAO_0001103,,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL1607609,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of JMJD2A-Tudor Domain. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504402],Potency,BAO_0000186,,CHEMBL5896,KDM4A,Lysine-specific demethylase 4A
CHEMBL1567453,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540262],Potency,BAO_0000186,,CHEMBL3885569,SNUPN,GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1
CHEMBL1567453,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) ,Potency,BAO_0000186,5.5,CHEMBL1293235,LMNA,Prelamin-A/C
CHEMBL1607609,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540262],Potency,BAO_0000186,,CHEMBL3885569,KPNB1,GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1
CHEMBL1607609,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540262],Potency,BAO_0000186,,CHEMBL3885569,RAN,GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1
CHEMBL1607609,PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of L3MBTL1. (Class of assay: confirmatory) [Related pubchem assays: 485292 (Probe Development Summary for Inhibitors of L3MBTL1)],Potency,BAO_0000186,5.2,CHEMBL1287622,L3MBTL1,Lethal(3)malignant brain tumor-like protein 1
CHEMBL1567453,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL364671,Relative activation of human Adenosine A3 receptor expressed in CHO cells at 10 uM treatment compared to 10 uM Cl-IB-MECA,Activation,BAO_0000179,,CHEMBL256,ADORA3,Adenosine A3 receptor
CHEMBL1607609,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540262],Potency,BAO_0000186,,CHEMBL3885569,SNUPN,GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1
CHEMBL1399936,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) ,Potency,BAO_0000186,5.25,CHEMBL1293235,LMNA,Prelamin-A/C
CHEMBL1607609,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1607609,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL2070507,Partial agonist activity at human A1 adenosine receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins relative to NECA,Efficacy,BAO_0000656,,CHEMBL226,ADORA1,Adenosine A1 receptor
CHEMBL1567453,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1567453,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540262],Potency,BAO_0000186,,CHEMBL3885569,KPNB1,GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1
CHEMBL364671,Relative activation of human Adenosine A2B receptor after 10 uM treatment compared to 10 uM Cl-IB-MECA; Not determined,Activation,BAO_0000179,,CHEMBL255,ADORA2B,Adenosine A2b receptor
CHEMBL1567453,PubChem BioAssay. qHTS of GLP-1 Receptor Inverse Agonists (Inhibition Mode). (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1784,GLP1R,Glucagon-like peptide 1 receptor
CHEMBL1567453,PubChem BioAssay. qHTS for Inhibitors of ATXN expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1795085,ATXN2,Ataxin-2
CHEMBL1880755,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]",Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL1567453,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of BAZ2B. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504391],Potency,BAO_0000186,,CHEMBL1741220,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B
CHEMBL2070507,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins,EC50,BAO_0000188,7.57,CHEMBL251,ADORA2A,Adenosine A2a receptor
CHEMBL1607609,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]",Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL1880755,"PubChem BioAssay. qHTS for Agonist of gsp, the Etiologic Mutation Responsible for Fibrous Dysplasia/McCune-Albright Syndrome: qHTS. (Class of assay: confirmatory) ",Potency,BAO_0000186,,CHEMBL4377,GNAS,"Guanine nucleotide-binding protein G(s), subunit alpha"
CHEMBL1607609,"PUBCHEM_BIOASSAY: qHTS screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493107, AID493125]",Potency,BAO_0000186,,CHEMBL1741209,ATAD5,ATPase family AAA domain-containing protein 5
CHEMBL1567453,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL2070507,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP accumulation after 30 mins relative to NECA,Efficacy,BAO_0000656,,CHEMBL251,ADORA2A,Adenosine A2a receptor
CHEMBL2070507,Effective concentration for cAMP production in CHO-KI cells stably transfected with human adenosine A2B receptor cDNA,EC50,BAO_0000188,4.48,CHEMBL255,ADORA2B,Adenosine A2b receptor
CHEMBL1946605,Antagonist activity at androgen receptor in human LNCAP cells transfected with p6.1-luciferase assessed as inhibition of R1881-induced transcriptional activity at 7 uM pretreated 1 hr prior to R1881 addition measured after 48 hrs by luciferase reporter gene assay,Inhibition,BAO_0000376,,CHEMBL1871,AR,Androgen Receptor
CHEMBL1607609,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL2070507,Partial agonist activity at human A1 adenosine receptor expressed in CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins,EC50,BAO_0000188,7.82,CHEMBL226,ADORA1,Adenosine A1 receptor
CHEMBL1567453,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of JMJD2A-Tudor Domain. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504402],Potency,BAO_0000186,,CHEMBL5896,KDM4A,Lysine-specific demethylase 4A
CHEMBL1567453,"PUBCHEM_BIOASSAY: qHTS screen for small molecules that inhibit ELG1-dependent DNA repair in human embryonic kidney (HEK293T) cells expressing luciferase-tagged ELG1. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493107, AID493125]",Potency,BAO_0000186,,CHEMBL1741209,ATAD5,ATPase family AAA domain-containing protein 5
CHEMBL1878384,"PubChem BioAssay. qHTS for Agonist of gsp, the Etiologic Mutation Responsible for Fibrous Dysplasia/McCune-Albright Syndrome: qHTS. (Class of assay: confirmatory) ",Potency,BAO_0000186,,CHEMBL4377,GNAS,"Guanine nucleotide-binding protein G(s), subunit alpha"
CHEMBL1567453,"PUBCHEM_BIOASSAY: Nrf2 qHTS screen for inhibitors. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493153, AID493163, AID504648]",Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL1567453,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of RanGTP induced Rango (Ran-regulated importin-beta cargo) - Importin beta complex dissociation. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID540262],Potency,BAO_0000186,,CHEMBL3885569,RAN,GTP-binding nuclear protein Ran/Importin subunit beta-1/Snurportin-1
CHEMBL1698341,"PUBCHEM_BIOASSAY: Nrf2 qHTS screen for inhibitors. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID493153, AID493163, AID504648]",Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL268490,Agonist activity at human histamine H3 receptor expressed in human SK-N-MC cells by CRE-beta galactosidase reporter gene assay relative to histamine,Intrinsic activity,BAO_0000181,,CHEMBL264,HRH3,Histamine H3 receptor
CHEMBL268490,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp1a2 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3356,CYP1A2,Cytochrome P450 1A2
CHEMBL268490,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL1698341,PubChem BioAssay. qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-NT fibrosarcoma cell line. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2007625,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic
CHEMBL1364349,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL268490,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.4,CHEMBL2093861,KMT2A,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL1946298,Agonist activity at human recombinant adenosine A2A receptor expressed in CHO cells assessed as induction of cAMP production at 10 uM after 30 mins by enzyme immunoassay relative to NECA,Activity,BAO_0001103,,CHEMBL251,ADORA2A,Adenosine A2a receptor
CHEMBL1946298,Partial agonist activity at human recombinant adenosine A3 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production at 10 uM incubated for 30 mins prior to forskolin addition by enzyme immunoassay relative to C1-IB-MECA,Inhibition,BAO_0000201,,CHEMBL256,ADORA3,Adenosine A3 receptor
CHEMBL1698341,PubChem BioAssay. qHTS for Inhibitors of ATXN expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1795085,ATXN2,Ataxin-2
CHEMBL488352,Agonist activity at human P2Y6 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate accumulation at 10 uM by scintillation proximity assay,Activity,BAO_0000375,,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL1364349,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))],Potency,BAO_0000186,5.45,CHEMBL3577,ALDH1A1,Aldehyde dehydrogenase 1A1
CHEMBL268490,PUBCHEM_BIOASSAY: Inhibitors of Regulator of G Protein Signaling (RGS) 4: qHTS. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504856],Potency,BAO_0000186,,CHEMBL1795091,RGS4,Regulator of G-protein signaling 4
CHEMBL1946298,Agonist activity at human recombinant adenosine A2B receptor expressed in CHO cells assessed as induction of cAMP production at 10 uM after 30 mins by immunoassay relative to NECA,Activity,BAO_0001103,,CHEMBL255,ADORA2B,Adenosine A2b receptor
CHEMBL268490,Agonist activity at human histamine H4 receptor expressed in human SK-N-MC cells by CRE-beta galactosidase reporter gene assay,EC50,BAO_0000188,6.1,CHEMBL3759,HRH4,Histamine H4 receptor
CHEMBL1767418,Agonist activity at human recombinant P2Y2 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate intracellular accumulation by scintillation proximity assay,EC50,BAO_0000188,5.82,CHEMBL4398,P2RY2,Purinergic receptor P2Y2
CHEMBL1698341,PubChem BioAssay. qHTS for Inhibitors of Vif-A3G Interactions: qHTS. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1741217,APOBEC3G,DNA dC->dU-editing enzyme APOBEC-3G
CHEMBL1767418,Agonist activity at human recombinant P2Y4 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate intracellular accumulation by scintillation proximity assay,EC50,BAO_0000188,5.36,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL268490,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c19 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3622,CYP2C19,Cytochrome P450 2C19
CHEMBL1698341,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1698341,PubChem BioAssay. qHTS for Inhibitors of TGF-b: Hit Validation in HepG2 Cells using COP promoter.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL1698341,PubChem BioAssay. qHTS of Nrf2 Activators: Hit Validation in Primary Assay. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
